Ngày,Thứ,Nguyên liệu,Số lượng bán (kg),Thời tiết,Ngày lễ
2023-06-25,Sunday,Rau ngót,70.0,Mưa,Không
2023-06-25,Sunday,Rau đay,74.0,Mưa,Không
2023-06-25,Sunday,Rau dền,25.0,Mưa,Không
2023-06-25,Sunday,Rau má,51.0,Mưa,Không
2023-06-25,Sunday,Rau thơm,109.0,Nắng,Không
2023-06-25,Sunday,Rau húng,34.0,Nắng,Không
2023-06-25,Sunday,Rau quế,133.0,Nắng,Không
2023-06-25,Sunday,Rau mùi,92.0,Nắng,Không
2023-06-25,Sunday,Rau tía tô,42.0,Nắng,Không
2023-06-25,Sunday,Cà rốt,12.0,Mưa,Không
2023-06-25,Sunday,Củ cải trắng,80.0,Mưa,Không
2023-06-25,Sunday,Củ cải đỏ,83.0,Mưa,Không
2023-06-25,Sunday,Bí đỏ,24.0,Mưa,Không
2023-06-25,Sunday,Bí xanh,71.0,Mưa,Không
2023-06-25,Sunday,Bí đao,38.0,Nắng,Không
2023-06-25,Sunday,Bí ngô,38.0,Mưa,Không
2023-06-25,Sunday,Bí phấn,54.0,Nắng,Không
2023-06-25,Sunday,Bí đao,193.0,Nắng,Không
2023-06-25,Sunday,Bí ngô,13.0,Mưa,Không
2023-06-25,Sunday,Thịt vịt,98.0,Mưa,Không
2023-06-25,Sunday,Thịt ngan,124.0,Nắng,Không
2023-06-25,Sunday,Thịt ngỗng,75.0,Mưa,Không
2023-06-25,Sunday,Thịt chim,17.0,Nắng,Không
2023-06-25,Sunday,Thịt thỏ,160.0,Nắng,Không
2023-06-25,Sunday,Thịt nai,87.0,Nắng,Không
2023-06-25,Sunday,Thịt đà điểu,54.0,Nắng,Không
2023-06-25,Sunday,Thịt trâu,99.0,Mưa,Không
2023-06-25,Sunday,Thịt dê,28.0,Mưa,Không
2023-06-25,Sunday,Thịt heo rừng,99.0,Mưa,Không
2023-06-25,Sunday,Cá chép,92.0,Mưa,Không
2023-06-25,Sunday,Cá rô phi,85.0,Mưa,Không
2023-06-25,Sunday,Cá trê,168.0,Nắng,Không
2023-06-25,Sunday,Cá bống,76.0,Nắng,Không
2023-06-25,Sunday,Cá cơm,8.0,Mưa,Không
2023-06-25,Sunday,Cá kèo,166.0,Nắng,Không
2023-06-25,Sunday,Cá linh,47.0,Mưa,Không
2023-06-25,Sunday,Cá lăng,111.0,Nắng,Không
2023-06-25,Sunday,Cá mè,37.0,Nắng,Không
2023-06-25,Sunday,Cá trắm,114.0,Nắng,Không
2023-06-25,Sunday,Tôm càng xanh,61.0,Mưa,Không
2023-06-25,Sunday,Tôm đất,148.0,Nắng,Không
2023-06-25,Sunday,Tôm thẻ,179.0,Nắng,Không
2023-06-25,Sunday,Tôm bạc,74.0,Mưa,Không
2023-06-25,Sunday,Mực lá,91.0,Nắng,Không
2023-06-25,Sunday,Mực trứng,52.0,Mưa,Không
2023-06-25,Sunday,Mực cơm,67.0,Mưa,Không
2023-06-25,Sunday,Mực sữa,52.0,Nắng,Không
2023-06-25,Sunday,Cua gạch,6.0,Mưa,Không
2023-06-25,Sunday,Cua thịt,173.0,Nắng,Không
2023-06-25,Sunday,Sườn heo,18.0,Nắng,Không
2023-06-25,Sunday,Sườn bò,29.0,Mưa,Không
2023-06-25,Sunday,Thăn bò,24.0,Nắng,Không
2023-06-25,Sunday,Thịt bò bắp,14.0,Nắng,Không
2023-06-25,Sunday,Thịt bò gân,68.0,Mưa,Không
2023-06-25,Sunday,Thịt bò phi lê,116.0,Nắng,Không
2023-06-25,Sunday,Thịt bò xay,92.0,Mưa,Không
2023-06-25,Sunday,Thịt bò nạc,95.0,Mưa,Không
2023-06-25,Sunday,Thịt bò ba chỉ,22.0,Nắng,Không
2023-06-25,Sunday,Thịt bò thăn nội,110.0,Nắng,Không
2023-06-26,Monday,Rau muống,108.0,Nắng,Không
2023-06-26,Monday,Rau mồng tơi,33.0,Mưa,Không
2023-06-26,Monday,Rau nhút,23.0,Mưa,Không
2023-06-26,Monday,Rau răm,61.0,Mưa,Không
2023-06-26,Monday,Dưa leo,10.0,Mưa,Không
2023-06-26,Monday,Cà chua bi,49.0,Mưa,Không
2023-06-26,Monday,Cà chua,29.0,Mưa,Không
2023-06-26,Monday,Khoai tây,18.0,Nắng,Không
2023-06-26,Monday,Khoai lang,171.0,Nắng,Không
2023-06-26,Monday,Khoai mì,86.0,Nắng,Không
2023-06-26,Monday,Thịt heo,29.0,Nắng,Không
2023-06-26,Monday,Thịt bò,170.0,Mưa,Không
2023-06-26,Monday,Thịt lợn,45.0,Nắng,Không
2023-06-26,Monday,Thịt gà,113.0,Nắng,Không
2023-06-26,Monday,Thịt cừu,26.0,Nắng,Không
2023-06-26,Monday,Cá basa,176.0,Nắng,Không
2023-06-26,Monday,Cá hồi,41.0,Mưa,Không
2023-06-26,Monday,Cá thu,90.0,Mưa,Không
2023-06-26,Monday,Cá ngừ,17.0,Mưa,Không
2023-06-26,Monday,Cá lóc,175.0,Nắng,Không
2023-06-26,Monday,Tôm sú,19.0,Mưa,Không
2023-06-26,Monday,Tôm hùm,132.0,Nắng,Không
2023-06-26,Monday,Mực ống,76.0,Nắng,Không
2023-06-26,Monday,Mực nang,12.0,Mưa,Không
2023-06-26,Monday,Cua đồng,68.0,Mưa,Không
2023-06-26,Monday,Cua biển,29.0,Nắng,Không
2023-06-26,Monday,Sườn cốt lết,75.0,Mưa,Không
2023-06-26,Monday,Sườn non,23.0,Nắng,Không
2023-06-26,Monday,Thăn heo,183.0,Nắng,Không
2023-06-26,Monday,Thịt ba chỉ,60.0,Nắng,Không
2023-06-26,Monday,Rau cải,48.0,Nắng,Không
2023-06-26,Monday,Rau ngót,11.0,Nắng,Không
2023-06-26,Monday,Rau đay,129.0,Nắng,Không
2023-06-26,Monday,Rau dền,153.0,Nắng,Không
2023-06-26,Monday,Rau má,9.0,Nắng,Không
2023-06-26,Monday,Rau thơm,1.0,Mưa,Không
2023-06-26,Monday,Rau húng,83.0,Mưa,Không
2023-06-26,Monday,Rau quế,33.0,Mưa,Không
2023-06-26,Monday,Rau mùi,194.0,Nắng,Không
2023-06-26,Monday,Rau tía tô,16.0,Mưa,Không
2023-06-26,Monday,Cà rốt,119.0,Nắng,Không
2023-06-26,Monday,Củ cải trắng,129.0,Nắng,Không
2023-06-26,Monday,Củ cải đỏ,12.0,Nắng,Không
2023-06-26,Monday,Bí đỏ,55.0,Mưa,Không
2023-06-26,Monday,Bí xanh,77.0,Mưa,Không
2023-06-26,Monday,Bí đao,68.0,Mưa,Không
2023-06-26,Monday,Bí ngô,5.0,Mưa,Không
2023-06-26,Monday,Bí phấn,127.0,Nắng,Không
2023-06-26,Monday,Bí đao,67.0,Nắng,Không
2023-06-26,Monday,Bí ngô,198.0,Nắng,Không
2023-06-26,Monday,Thịt vịt,80.0,Mưa,Không
2023-06-26,Monday,Thịt ngan,137.0,Nắng,Không
2023-06-26,Monday,Thịt ngỗng,113.0,Nắng,Không
2023-06-26,Monday,Thịt chim,118.0,Nắng,Không
2023-06-26,Monday,Thịt thỏ,74.0,Nắng,Không
2023-06-26,Monday,Thịt nai,52.0,Mưa,Không
2023-06-26,Monday,Thịt đà điểu,27.0,Mưa,Không
2023-06-26,Monday,Thịt trâu,83.0,Mưa,Không
2023-06-26,Monday,Thịt dê,72.0,Nắng,Không
2023-06-26,Monday,Thịt heo rừng,95.0,Nắng,Không
2023-06-26,Monday,Cá chép,67.0,Mưa,Không
2023-06-26,Monday,Cá rô phi,21.0,Mưa,Không
2023-06-26,Monday,Cá trê,132.0,Nắng,Không
2023-06-26,Monday,Cá bống,90.0,Nắng,Không
2023-06-26,Monday,Cá cơm,36.0,Nắng,Không
2023-06-26,Monday,Cá kèo,12.0,Mưa,Không
2023-06-26,Monday,Cá linh,72.0,Mưa,Không
2023-06-26,Monday,Cá lăng,7.0,Nắng,Không
2023-06-26,Monday,Cá mè,172.0,Nắng,Không
2023-06-26,Monday,Cá trắm,20.0,Mưa,Không
2023-06-26,Monday,Tôm càng xanh,41.0,Mưa,Không
2023-06-26,Monday,Tôm đất,96.0,Mưa,Không
2023-06-26,Monday,Tôm thẻ,53.0,Nắng,Không
2023-06-26,Monday,Tôm bạc,23.0,Mưa,Không
2023-06-26,Monday,Mực lá,166.0,Nắng,Không
2023-06-26,Monday,Mực trứng,82.0,Mưa,Không
2023-06-26,Monday,Mực cơm,47.0,Mưa,Không
2023-06-26,Monday,Mực sữa,135.0,Nắng,Không
2023-06-26,Monday,Cua gạch,90.0,Nắng,Không
2023-06-26,Monday,Cua thịt,85.0,Nắng,Không
2023-06-26,Monday,Sườn heo,33.0,Nắng,Không
2023-06-26,Monday,Sườn bò,49.0,Nắng,Không
2023-06-26,Monday,Thăn bò,8.0,Mưa,Không
2023-06-26,Monday,Thịt bò bắp,194.0,Nắng,Không
2023-06-26,Monday,Thịt bò gân,136.0,Nắng,Không
2023-06-26,Monday,Thịt bò phi lê,2.0,Nắng,Không
2023-06-26,Monday,Thịt bò xay,154.0,Nắng,Không
2023-06-26,Monday,Thịt bò nạc,16.0,Mưa,Không
2023-06-26,Monday,Thịt bò ba chỉ,170.0,Nắng,Không
2023-06-26,Monday,Thịt bò thăn nội,17.0,Nắng,Không
2023-06-27,Tuesday,Rau muống,32.0,Nắng,Không
2023-06-27,Tuesday,Rau mồng tơi,53.0,Mưa,Không
2023-06-27,Tuesday,Rau nhút,81.0,Nắng,Không
2023-06-27,Tuesday,Rau răm,118.0,Nắng,Không
2023-06-27,Tuesday,Dưa leo,12.0,Nắng,Không
2023-06-27,Tuesday,Cà chua bi,14.0,Mưa,Không
2023-06-27,Tuesday,Cà chua,28.0,Mưa,Không
2023-06-27,Tuesday,Khoai tây,22.0,Mưa,Không
2023-06-27,Tuesday,Khoai lang,41.0,Mưa,Không
2023-06-27,Tuesday,Khoai mì,59.0,Mưa,Không
2023-06-27,Tuesday,Thịt heo,166.0,Nắng,Không
2023-06-27,Tuesday,Thịt bò,133.0,Mưa,Không
2023-06-27,Tuesday,Thịt lợn,102.0,Nắng,Không
2023-06-27,Tuesday,Thịt gà,79.0,Mưa,Không
2023-06-27,Tuesday,Thịt cừu,145.0,Nắng,Không
2023-06-27,Tuesday,Cá basa,98.0,Mưa,Không
2023-06-27,Tuesday,Cá hồi,87.0,Mưa,Không
2023-06-27,Tuesday,Cá thu,128.0,Nắng,Không
2023-06-27,Tuesday,Cá ngừ,12.0,Mưa,Không
2023-06-27,Tuesday,Cá lóc,59.0,Mưa,Không
2023-06-27,Tuesday,Tôm sú,151.0,Nắng,Không
2023-06-27,Tuesday,Tôm hùm,51.0,Mưa,Không
2023-06-27,Tuesday,Mực ống,86.0,Mưa,Không
2023-06-27,Tuesday,Mực nang,156.0,Nắng,Không
2023-06-27,Tuesday,Cua đồng,52.0,Nắng,Không
2023-06-27,Tuesday,Cua biển,69.0,Mưa,Không
2023-06-27,Tuesday,Sườn cốt lết,17.0,Nắng,Không
2023-06-27,Tuesday,Sườn non,143.0,Nắng,Không
2023-06-27,Tuesday,Thăn heo,66.0,Nắng,Không
2023-06-27,Tuesday,Thịt ba chỉ,145.0,Nắng,Không
2023-06-27,Tuesday,Rau cải,40.0,Mưa,Không
2023-06-27,Tuesday,Rau ngót,58.0,Mưa,Không
2023-06-27,Tuesday,Rau đay,63.0,Mưa,Không
2023-06-27,Tuesday,Rau dền,117.0,Nắng,Không
2023-06-27,Tuesday,Rau má,80.0,Mưa,Không
2023-06-27,Tuesday,Rau thơm,101.0,Nắng,Không
2023-06-27,Tuesday,Rau húng,98.0,Nắng,Không
2023-06-27,Tuesday,Rau quế,18.0,Nắng,Không
2023-06-27,Tuesday,Rau mùi,13.0,Mưa,Không
2023-06-27,Tuesday,Rau tía tô,65.0,Mưa,Không
2023-06-27,Tuesday,Cà rốt,45.0,Mưa,Không
2023-06-27,Tuesday,Củ cải trắng,71.0,Mưa,Không
2023-06-27,Tuesday,Củ cải đỏ,83.0,Nắng,Không
2023-06-27,Tuesday,Bí đỏ,94.0,Mưa,Không
2023-06-27,Tuesday,Bí xanh,66.0,Mưa,Không
2023-06-27,Tuesday,Bí đao,36.0,Mưa,Không
2023-06-27,Tuesday,Bí ngô,137.0,Nắng,Không
2023-06-27,Tuesday,Bí phấn,60.0,Mưa,Không
2023-06-27,Tuesday,Bí đao,88.0,Nắng,Không
2023-06-27,Tuesday,Bí ngô,99.0,Nắng,Không
2023-06-27,Tuesday,Thịt vịt,120.0,Nắng,Không
2023-06-27,Tuesday,Thịt ngan,3.0,Nắng,Không
2023-06-27,Tuesday,Thịt ngỗng,30.0,Mưa,Không
2023-06-27,Tuesday,Thịt chim,93.0,Mưa,Không
2023-06-27,Tuesday,Thịt thỏ,2.0,Mưa,Không
2023-06-27,Tuesday,Thịt nai,51.0,Mưa,Không
2023-06-27,Tuesday,Thịt đà điểu,102.0,Nắng,Không
2023-06-27,Tuesday,Thịt trâu,24.0,Mưa,Không
2023-06-27,Tuesday,Thịt dê,83.0,Mưa,Không
2023-06-27,Tuesday,Thịt heo rừng,30.0,Nắng,Không
2023-06-27,Tuesday,Cá chép,67.0,Mưa,Không
2023-06-27,Tuesday,Cá rô phi,24.0,Mưa,Không
2023-06-27,Tuesday,Cá trê,118.0,Nắng,Không
2023-06-27,Tuesday,Cá bống,26.0,Mưa,Không
2023-06-27,Tuesday,Cá cơm,41.0,Nắng,Không
2023-06-27,Tuesday,Cá kèo,56.0,Nắng,Không
2023-06-27,Tuesday,Cá linh,84.0,Nắng,Không
2023-06-27,Tuesday,Cá lăng,11.0,Mưa,Không
2023-06-27,Tuesday,Cá mè,58.0,Mưa,Không
2023-06-27,Tuesday,Cá trắm,106.0,Nắng,Không
2023-06-27,Tuesday,Tôm càng xanh,37.0,Nắng,Không
2023-06-27,Tuesday,Tôm đất,80.0,Nắng,Không
2023-06-27,Tuesday,Tôm thẻ,7.0,Mưa,Không
2023-06-27,Tuesday,Tôm bạc,46.0,Nắng,Không
2023-06-27,Tuesday,Mực lá,31.0,Nắng,Không
2023-06-27,Tuesday,Mực trứng,98.0,Mưa,Không
2023-06-27,Tuesday,Mực cơm,6.0,Mưa,Không
2023-06-27,Tuesday,Mực sữa,92.0,Mưa,Không
2023-06-27,Tuesday,Cua gạch,39.0,Nắng,Không
2023-06-27,Tuesday,Cua thịt,169.0,Nắng,Không
2023-06-27,Tuesday,Sườn heo,68.0,Nắng,Không
2023-06-27,Tuesday,Sườn bò,194.0,Nắng,Không
2023-06-27,Tuesday,Thăn bò,166.0,Nắng,Không
2023-06-27,Tuesday,Thịt bò bắp,45.0,Mưa,Không
2023-06-27,Tuesday,Thịt bò gân,84.0,Mưa,Không
2023-06-27,Tuesday,Thịt bò phi lê,24.0,Mưa,Không
2023-06-27,Tuesday,Thịt bò xay,102.0,Nắng,Không
2023-06-27,Tuesday,Thịt bò nạc,79.0,Mưa,Không
2023-06-27,Tuesday,Thịt bò ba chỉ,166.0,Nắng,Không
2023-06-27,Tuesday,Thịt bò thăn nội,43.0,Mưa,Không
2023-06-28,Wednesday,Rau muống,30.0,Mưa,Không
2023-06-28,Wednesday,Rau mồng tơi,12.0,Nắng,Không
2023-06-28,Wednesday,Rau nhút,67.0,Mưa,Không
2023-06-28,Wednesday,Rau răm,106.0,Nắng,Không
2023-06-28,Wednesday,Dưa leo,15.0,Mưa,Không
2023-06-28,Wednesday,Cà chua bi,182.0,Nắng,Không
2023-06-28,Wednesday,Cà chua,70.0,Nắng,Không
2023-06-28,Wednesday,Khoai tây,129.0,Nắng,Không
2023-06-28,Wednesday,Khoai lang,118.0,Nắng,Không
2023-06-28,Wednesday,Khoai mì,162.0,Nắng,Không
2023-06-28,Wednesday,Thịt heo,4.0,Nắng,Không
2023-06-28,Wednesday,Thịt bò,174.0,Nắng,Không
2023-06-28,Wednesday,Thịt lợn,74.0,Mưa,Không
2023-06-28,Wednesday,Thịt gà,143.0,Nắng,Không
2023-06-28,Wednesday,Thịt cừu,6.0,Nắng,Không
2023-06-28,Wednesday,Cá basa,135.0,Nắng,Không
2023-06-28,Wednesday,Cá hồi,39.0,Mưa,Không
2023-06-28,Wednesday,Cá thu,161.0,Nắng,Không
2023-06-28,Wednesday,Cá ngừ,70.0,Mưa,Không
2023-06-28,Wednesday,Cá lóc,20.0,Mưa,Không
2023-06-28,Wednesday,Tôm sú,113.0,Nắng,Không
2023-06-28,Wednesday,Tôm hùm,114.0,Nắng,Không
2023-06-28,Wednesday,Mực ống,94.0,Mưa,Không
2023-06-28,Wednesday,Mực nang,172.0,Nắng,Không
2023-06-28,Wednesday,Cua đồng,155.0,Nắng,Không
2023-06-28,Wednesday,Cua biển,61.0,Mưa,Không
2023-06-28,Wednesday,Sườn cốt lết,41.0,Nắng,Không
2023-06-28,Wednesday,Sườn non,87.0,Mưa,Không
2023-06-28,Wednesday,Thăn heo,52.0,Mưa,Không
2023-06-28,Wednesday,Thịt ba chỉ,183.0,Nắng,Không
2023-06-28,Wednesday,Rau cải,3.0,Mưa,Không
2023-06-28,Wednesday,Rau ngót,52.0,Nắng,Không
2023-06-28,Wednesday,Rau đay,59.0,Mưa,Không
2023-06-28,Wednesday,Rau dền,42.0,Mưa,Không
2023-06-28,Wednesday,Rau má,175.0,Nắng,Không
2023-06-28,Wednesday,Rau thơm,50.0,Nắng,Không
2023-06-28,Wednesday,Rau húng,121.0,Nắng,Không
2023-06-28,Wednesday,Rau quế,58.0,Mưa,Không
2023-06-28,Wednesday,Rau mùi,102.0,Nắng,Không
2023-06-28,Wednesday,Rau tía tô,77.0,Nắng,Không
2023-06-28,Wednesday,Cà rốt,93.0,Mưa,Không
2023-06-28,Wednesday,Củ cải trắng,35.0,Nắng,Không
2023-06-28,Wednesday,Củ cải đỏ,162.0,Nắng,Không
2023-06-28,Wednesday,Bí đỏ,95.0,Mưa,Không
2023-06-28,Wednesday,Bí xanh,97.0,Nắng,Không
2023-06-28,Wednesday,Bí đao,57.0,Mưa,Không
2023-06-28,Wednesday,Bí ngô,175.0,Nắng,Không
2023-06-28,Wednesday,Bí phấn,66.0,Mưa,Không
2023-06-28,Wednesday,Bí đao,173.0,Nắng,Không
2023-06-28,Wednesday,Bí ngô,81.0,Mưa,Không
2023-06-28,Wednesday,Thịt vịt,16.0,Mưa,Không
2023-06-28,Wednesday,Thịt ngan,37.0,Mưa,Không
2023-06-28,Wednesday,Thịt ngỗng,6.0,Mưa,Không
2023-06-28,Wednesday,Thịt chim,22.0,Mưa,Không
2023-06-28,Wednesday,Thịt thỏ,119.0,Nắng,Không
2023-06-28,Wednesday,Thịt nai,34.0,Mưa,Không
2023-06-28,Wednesday,Thịt đà điểu,9.0,Mưa,Không
2023-06-28,Wednesday,Thịt trâu,49.0,Nắng,Không
2023-06-28,Wednesday,Thịt dê,56.0,Mưa,Không
2023-06-28,Wednesday,Thịt heo rừng,80.0,Nắng,Không
2023-06-28,Wednesday,Cá chép,146.0,Nắng,Không
2023-06-28,Wednesday,Cá rô phi,14.0,Nắng,Không
2023-06-28,Wednesday,Cá trê,32.0,Nắng,Không
2023-06-28,Wednesday,Cá bống,98.0,Mưa,Không
2023-06-28,Wednesday,Cá cơm,12.0,Mưa,Không
2023-06-28,Wednesday,Cá kèo,9.0,Mưa,Không
2023-06-28,Wednesday,Cá linh,38.0,Mưa,Không
2023-06-28,Wednesday,Cá lăng,13.0,Mưa,Không
2023-06-28,Wednesday,Cá mè,67.0,Mưa,Không
2023-06-28,Wednesday,Cá trắm,42.0,Mưa,Không
2023-06-28,Wednesday,Tôm càng xanh,94.0,Mưa,Không
2023-06-28,Wednesday,Tôm đất,6.0,Mưa,Không
2023-06-28,Wednesday,Tôm thẻ,13.0,Mưa,Không
2023-06-28,Wednesday,Tôm bạc,61.0,Mưa,Không
2023-06-28,Wednesday,Mực lá,77.0,Mưa,Không
2023-06-28,Wednesday,Mực trứng,47.0,Mưa,Không
2023-06-28,Wednesday,Mực cơm,15.0,Mưa,Không
2023-06-28,Wednesday,Mực sữa,87.0,Mưa,Không
2023-06-28,Wednesday,Cua gạch,97.0,Mưa,Không
2023-06-28,Wednesday,Cua thịt,147.0,Nắng,Không
2023-06-28,Wednesday,Sườn heo,2.0,Nắng,Không
2023-06-28,Wednesday,Sườn bò,79.0,Mưa,Không
2023-06-28,Wednesday,Thăn bò,40.0,Mưa,Không
2023-06-28,Wednesday,Thịt bò bắp,87.0,Mưa,Không
2023-06-28,Wednesday,Thịt bò gân,88.0,Nắng,Không
2023-06-28,Wednesday,Thịt bò phi lê,80.0,Nắng,Không
2023-06-28,Wednesday,Thịt bò xay,6.0,Mưa,Không
2023-06-28,Wednesday,Thịt bò nạc,32.0,Mưa,Không
2023-06-28,Wednesday,Thịt bò ba chỉ,45.0,Nắng,Không
2023-06-28,Wednesday,Thịt bò thăn nội,75.0,Nắng,Không
2023-06-29,Thursday,Rau muống,161.0,Nắng,Không
2023-06-29,Thursday,Rau mồng tơi,139.0,Nắng,Không
2023-06-29,Thursday,Rau nhút,26.0,Mưa,Không
2023-06-29,Thursday,Rau răm,68.0,Mưa,Không
2023-06-29,Thursday,Dưa leo,181.0,Nắng,Không
2023-06-29,Thursday,Cà chua bi,78.0,Mưa,Không
2023-06-29,Thursday,Cà chua,77.0,Mưa,Không
2023-06-29,Thursday,Khoai tây,9.0,Mưa,Không
2023-06-29,Thursday,Khoai lang,96.0,Mưa,Không
2023-06-29,Thursday,Khoai mì,79.0,Nắng,Không
2023-06-29,Thursday,Thịt heo,36.0,Mưa,Không
2023-06-29,Thursday,Thịt bò,114.0,Nắng,Không
2023-06-29,Thursday,Thịt lợn,53.0,Mưa,Không
2023-06-29,Thursday,Thịt gà,35.0,Mưa,Không
2023-06-29,Thursday,Thịt cừu,4.0,Mưa,Không
2023-06-29,Thursday,Cá basa,75.0,Mưa,Không
2023-06-29,Thursday,Cá hồi,153.0,Nắng,Không
2023-06-29,Thursday,Cá thu,146.0,Nắng,Không
2023-06-29,Thursday,Cá ngừ,5.0,Nắng,Không
2023-06-29,Thursday,Cá lóc,6.0,Mưa,Không
2023-06-29,Thursday,Tôm sú,165.0,Nắng,Không
2023-06-29,Thursday,Tôm hùm,42.0,Mưa,Không
2023-06-29,Thursday,Mực ống,74.0,Mưa,Không
2023-06-29,Thursday,Mực nang,40.0,Mưa,Không
2023-06-29,Thursday,Cua đồng,14.0,Nắng,Không
2023-06-29,Thursday,Cua biển,156.0,Nắng,Không
2023-06-29,Thursday,Sườn cốt lết,51.0,Mưa,Không
2023-06-29,Thursday,Sườn non,110.0,Nắng,Không
2023-06-29,Thursday,Thăn heo,7.0,Mưa,Không
2023-06-29,Thursday,Thịt ba chỉ,97.0,Nắng,Không
2023-06-29,Thursday,Rau cải,82.0,Mưa,Không
2023-06-29,Thursday,Rau ngót,37.0,Mưa,Không
2023-06-29,Thursday,Rau đay,82.0,Nắng,Không
2023-06-29,Thursday,Rau dền,193.0,Nắng,Không
2023-06-29,Thursday,Rau má,103.0,Nắng,Không
2023-06-29,Thursday,Rau thơm,10.0,Nắng,Không
2023-06-29,Thursday,Rau húng,45.0,Mưa,Không
2023-06-29,Thursday,Rau quế,26.0,Nắng,Không
2023-06-29,Thursday,Rau mùi,14.0,Mưa,Không
2023-06-29,Thursday,Rau tía tô,33.0,Nắng,Không
2023-06-29,Thursday,Cà rốt,190.0,Nắng,Không
2023-06-29,Thursday,Củ cải trắng,22.0,Mưa,Không
2023-06-29,Thursday,Củ cải đỏ,82.0,Mưa,Không
2023-06-29,Thursday,Bí đỏ,140.0,Nắng,Không
2023-06-29,Thursday,Bí xanh,106.0,Nắng,Không
2023-06-29,Thursday,Bí đao,68.0,Mưa,Không
2023-06-29,Thursday,Bí ngô,150.0,Nắng,Không
2023-06-29,Thursday,Bí phấn,89.0,Mưa,Không
2023-06-29,Thursday,Bí đao,110.0,Nắng,Không
2023-06-29,Thursday,Bí ngô,73.0,Mưa,Không
2023-06-29,Thursday,Thịt vịt,44.0,Mưa,Không
2023-06-29,Thursday,Thịt ngan,82.0,Mưa,Không
2023-06-29,Thursday,Thịt ngỗng,167.0,Nắng,Không
2023-06-29,Thursday,Thịt chim,51.0,Mưa,Không
2023-06-29,Thursday,Thịt thỏ,72.0,Nắng,Không
2023-06-29,Thursday,Thịt nai,122.0,Nắng,Không
2023-06-29,Thursday,Thịt đà điểu,186.0,Nắng,Không
2023-06-29,Thursday,Thịt trâu,73.0,Mưa,Không
2023-06-29,Thursday,Thịt dê,15.0,Mưa,Không
2023-06-29,Thursday,Thịt heo rừng,54.0,Mưa,Không
2023-06-29,Thursday,Cá chép,20.0,Mưa,Không
2023-06-29,Thursday,Cá rô phi,100.0,Nắng,Không
2023-06-29,Thursday,Cá trê,45.0,Mưa,Không
2023-06-29,Thursday,Cá bống,86.0,Mưa,Không
2023-06-29,Thursday,Cá cơm,47.0,Mưa,Không
2023-06-29,Thursday,Cá kèo,96.0,Mưa,Không
2023-06-29,Thursday,Cá linh,79.0,Nắng,Không
2023-06-29,Thursday,Cá lăng,98.0,Nắng,Không
2023-06-29,Thursday,Cá mè,37.0,Mưa,Không
2023-06-29,Thursday,Cá trắm,8.0,Mưa,Không
2023-06-29,Thursday,Tôm càng xanh,118.0,Nắng,Không
2023-06-29,Thursday,Tôm đất,80.0,Mưa,Không
2023-06-29,Thursday,Tôm thẻ,128.0,Nắng,Không
2023-06-29,Thursday,Tôm bạc,13.0,Mưa,Không
2023-06-29,Thursday,Mực lá,54.0,Mưa,Không
2023-06-29,Thursday,Mực trứng,102.0,Nắng,Không
2023-06-29,Thursday,Mực cơm,11.0,Mưa,Không
2023-06-29,Thursday,Mực sữa,43.0,Mưa,Không
2023-06-29,Thursday,Cua gạch,6.0,Mưa,Không
2023-06-29,Thursday,Cua thịt,61.0,Mưa,Không
2023-06-29,Thursday,Sườn heo,60.0,Mưa,Không
2023-06-29,Thursday,Sườn bò,161.0,Nắng,Không
2023-06-29,Thursday,Thăn bò,17.0,Nắng,Không
2023-06-29,Thursday,Thịt bò bắp,24.0,Nắng,Không
2023-06-29,Thursday,Thịt bò gân,34.0,Mưa,Không
2023-06-29,Thursday,Thịt bò phi lê,60.0,Mưa,Không
2023-06-29,Thursday,Thịt bò xay,71.0,Mưa,Không
2023-06-29,Thursday,Thịt bò nạc,5.0,Mưa,Không
2023-06-29,Thursday,Thịt bò ba chỉ,147.0,Nắng,Không
2023-06-29,Thursday,Thịt bò thăn nội,64.0,Mưa,Không
2023-06-30,Friday,Rau muống,166.0,Nắng,Không
2023-06-30,Friday,Rau mồng tơi,93.0,Mưa,Không
2023-06-30,Friday,Rau nhút,53.0,Mưa,Không
2023-06-30,Friday,Rau răm,44.0,Nắng,Không
2023-06-30,Friday,Dưa leo,84.0,Mưa,Không
2023-06-30,Friday,Cà chua bi,179.0,Nắng,Không
2023-06-30,Friday,Cà chua,172.0,Nắng,Không
2023-06-30,Friday,Khoai tây,34.0,Nắng,Không
2023-06-30,Friday,Khoai lang,61.0,Mưa,Không
2023-06-30,Friday,Khoai mì,68.0,Mưa,Không
2023-06-30,Friday,Thịt heo,63.0,Nắng,Không
2023-06-30,Friday,Thịt bò,170.0,Mưa,Không
2023-06-30,Friday,Thịt lợn,161.0,Nắng,Không
2023-06-30,Friday,Thịt gà,46.0,Nắng,Không
2023-06-30,Friday,Thịt cừu,43.0,Nắng,Không
2023-06-30,Friday,Cá basa,190.0,Nắng,Không
2023-06-30,Friday,Cá hồi,37.0,Mưa,Không
2023-06-30,Friday,Cá thu,121.0,Nắng,Không
2023-06-30,Friday,Cá ngừ,145.0,Nắng,Không
2023-06-30,Friday,Cá lóc,36.0,Mưa,Không
2023-06-30,Friday,Tôm sú,60.0,Mưa,Không
